ID,TimeStep,Feature1,Feature2,Target
1,0,-0.26790130625544417,0.35525527334890716,-0.1834218316794518
2,1,0.9598839873094814,-0.18757441927079024,-3.2802137967891998
3,2,0.354067429908908,-0.1540304336230583,3.6371697995138903
4,3,-1.2503841824957747,0.44938659068662723,-5.965261617199464
5,4,1.3742996215680157,-1.118660226049003,0.816653494763877
6,5,1.9707178169581616,-0.5752300632594276,3.8050687074549527
7,6,-1.166332115703712,0.9588848384747816,2.2961900611475192
8,7,1.3420527610827295,1.0475267862451583,5.827782962419022
9,8,-2.9068738312986553,2.1301359182878734,-3.1170102264590067
10,9,-0.757067014131979,0.9213309204159043,-2.9007026753552934
11,10,1.2792838054296378,-0.8022110966197572,-3.8434268804467653
12,11,-0.8341098757835052,-0.7023463847940539,-2.8294594622134817
13,12,-1.5395784807098418,-2.254545683205797,-7.518279245875458
14,13,0.6995525819920925,-0.706048950492215,2.185199075594442
15,14,-0.6584265688798061,-0.8548441278663905,0.10793445888358089
16,15,-0.6363227303561445,-0.10111313370351974,4.4306441956441995
17,16,1.5890074000556795,-0.6020909546255526,-0.8934836472807979
18,17,0.4566738666402798,-0.5636405477089512,-1.432757426997583
19,18,1.3489187391738369,-0.8120128938419945,5.769822375249769
20,19,-0.39387780579773723,-0.2608717221544444,2.908808328131677
21,20,1.1549257513805549,-0.9892056163686611,6.489429555786788
22,21,0.5896509854634466,0.8075483327327893,1.8719815458880573
23,22,0.072757256541422,-0.10804062249158716,3.2434607121907346
24,23,0.8138014989134065,0.06753527587729197,0.23310477558301596
25,24,1.2432238806545133,0.5806437813141927,6.317361555102242
26,25,-0.718082993154977,-1.25515000897685,-4.3445235238252655
27,26,-0.035561591452907715,1.7847749217206288,-2.677567039477311
28,27,-2.1281039760178686,-1.556682535838721,-9.065178205135277
29,28,0.17044785067435606,-0.2883020613137854,-4.074452023478497
30,29,2.9584214840385408,1.1731377673035026,0.5009656160256919
31,30,-1.0818647228167264,0.27120612088934964,1.6589680384993493
32,31,0.10229614115653363,-1.07769735286456,-2.563351879333375
33,32,-0.6390336995761828,-0.3608904515189816,-4.902831223311615
34,33,-2.0599737706896857,-0.640184686430618,-3.437938606853597
35,34,-0.6282757839486713,0.6012337121394976,-5.778757283785732
36,35,-0.7565519125121355,0.5849367007611813,-0.26029876574158495
37,36,-0.4495885473223763,0.6606582494157652,5.1053355803781315
38,37,-1.5592178405016413,1.4316460570577783,0.610856035942521
39,38,-0.31022898232040386,1.0205988395940235,2.3121265637757813
40,39,-0.8225354113135742,-0.7673139878032803,-1.6628452325582115
41,40,0.44801806769545566,0.2514699598732604,-0.11545751971770574
42,41,0.371375311588532,0.0047686576503877766,0.09928283396956106
43,42,-0.9558929778590475,-0.04402378748996567,-5.046530749086301
44,43,0.5559825802059684,-0.20933820042343798,-4.1820520985353715
45,44,0.12010762632121535,0.5697003323895122,-2.6939087547406784
46,45,0.3411965349583023,0.4337349590020359,0.42018775179208556
47,46,1.369189321895754,-0.8059044877857594,-2.2375237692093832
48,47,-1.447501702276965,1.4484470857009217,3.9850058024014223
49,48,-1.5709448521743834,1.6394871582829826,-1.3605315933797533
50,49,1.3964812248892464,1.3746989293769116,4.575116055220211
51,50,0.5439704379162009,-1.4403501102307852,-5.450804123380481
52,51,0.20441960325488917,-0.8016325177447913,-2.2924839681764895
53,52,-1.2597360963659052,-1.5945787273938121,-0.11118830161303964
54,53,-0.7129880191614854,0.8052789928291602,0.0970772104127331
55,54,-1.3936842847886106,-0.22260393573467568,-3.6642514861478857
56,55,-0.8738506953665905,-1.3207665706714926,-0.8879941026662408
57,56,-0.529768811897487,-0.6391160954403854,1.1827961129657854
58,57,0.7588823734074422,1.936104835308998,2.242550824500169
59,58,-1.8623012968251893,0.3393764403114307,3.5986544120872477
60,59,-0.29495087306477574,0.49045194235309153,4.62256608856438
61,60,-0.8467394621408482,-1.425665258054581,-2.3937128912688967
62,61,-1.3202347363148634,0.7869493495290831,2.013266347879387
63,62,2.294382068863943,-2.1874010411152724,-2.7850505119949123
64,63,0.7398060757671805,0.2132920551302528,-4.87843186541116
65,64,-1.6710197896587657,-0.9641662327934116,-1.1077865540346297
66,65,0.9591886389823288,-0.3022910995669349,4.498156485509776
67,66,0.6304988969018751,-1.311221561221062,1.72029626022164
68,67,-0.5706556901571824,-0.21051765302399011,-0.31782561013067956
69,68,0.49958150956315533,-0.20889222356343357,0.5271878485322091
70,69,-0.7304262867737538,-0.48763474631856085,5.666294567073855
71,70,0.5141704793985215,2.8404409492849787,3.5428034426006256
72,71,1.1335240026863491,-1.0411331341361825,2.110951500360366
73,72,0.6134212285063897,0.7896498317547352,1.276930569431922
74,73,-0.32583172764849067,-0.26297252479999755,0.524352613549743
75,74,0.07325664354407947,1.0912603487145032,3.2059996396406247
76,75,1.179039980721324,-0.8739944576409588,-3.4746058933289294
77,76,-1.2594583259977437,-0.9840577608755559,-4.539663944230637
78,77,0.18839556843731933,-0.42713429195997576,-5.573363983840611
79,78,0.4474361296567727,-1.1908757716907785,-0.02940860699789105
80,79,-0.31116546280749835,-1.2339949239964483,-11.441979430231049
81,80,-0.10239309004862618,1.2614826580558434,3.626310553991406
82,81,-0.5959143525327072,1.4987799758985032,-4.2037751411118265
83,82,-0.17179785090512187,-0.2718747499406243,-3.3661577755873706
84,83,-0.20230293277213598,-0.8943213065551086,-0.21057082363197543
85,84,0.8619451030287293,-0.560622282275792,8.503106292755058
86,85,1.1672870063031362,-0.6687597828645788,7.344888645183406
87,86,1.5942350068115778,-1.4050556386535178,4.890269650143848
88,87,-0.13937135201598583,-1.2435504760001983,5.519972979777379
89,88,-0.3263696491823429,0.4575522161661034,5.166137506353172
90,89,0.9742386073917518,0.3264815058082545,4.815543615582412
91,90,-0.3418297351625272,0.38509858356487126,-3.889254416964125
