,ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,YTarget
10,11,-0.22170784630622112,1.133046634309673,1.3522409006348093,-0.12464661283413718,4.017139657223733,1.8365513788044965,-0.47814851800521485,2.074969340931599,2.129172543209442,-0.23205115740961835,2.304265104547954
11,12,-0.22186377667511742,1.1965565302450172,1.3085596156431514,-0.8503705622171249,4.3228880126326255,2.1024958833469474,-0.9691157691962732,-2.437056747196372,1.4552333727430804,0.4412006402603626,0.45240668208933643
12,13,0.13298233590302905,0.6307832768776537,0.9917194515750067,-0.5643658754498082,3.00853666501354,2.650295592614009,0.8990328933236047,-4.669752293844718,1.8258788556712227,-0.5014891357491441,2.8584464435249006
13,14,-0.943638822198886,0.9698222715992122,0.9030740761572709,-0.18846862443962362,2.03474859736011,2.8210237150148325,0.17066875716888472,-4.823012387329134,1.9806690883793308,-0.10367499288390464,2.4681200851284393
14,15,-0.8484575161165023,1.4402604076307468,1.6246040179864576,-1.5326114373325672,0.9116434319739255,2.1572609610872227,-0.21464451430558332,-0.07411102334015805,2.0731245317514913,0.23950320810546968,2.2806452401095134
15,16,-0.26614226447047135,1.2892290277501033,1.4788951463658144,0.33532366015494225,-0.30921079525698747,2.750613471447072,-0.2307761473302963,3.6188504769980097,2.3623470521912937,0.04764461679370395,3.521060608995854
16,17,-0.4904139600071959,1.0376829338112883,1.0620504665855024,-0.6703379496955189,-1.0978837467807105,2.7012458019561847,0.08939686892190228,4.875444662071041,3.584583191448695,0.26054634834332546,4.65463752025298
17,18,0.17412536646765395,1.5799075461406775,1.0793361938939217,0.36042076680258595,-1.741356393629288,2.763838074543888,0.5375109054307968,2.8755691910824863,2.4388303707864316,-0.06941962881401031,3.49047475090512
18,19,-0.43601023758058755,1.3101639455840044,1.3888751653099949,0.317459802415473,-2.943629649276665,3.394293629147756,-0.7368922682557251,-1.667170588387358,2.216652421106171,0.3027944926107303,6.4866508948677115
19,20,-0.6871499504776268,2.144705762979486,2.5848722661784764,-0.25284462136617314,-3.532638901619056,2.8253728729654286,-0.18147037972185304,-5.023131877681032,3.1178696987958068,0.31558073988915714,7.276947427730892
20,21,0.752826384660797,2.151066936696044,2.8236749963641494,0.5202761630507888,-3.800414874370223,2.734193417826585,0.8469857101773068,-3.964794636412125,3.0613388938184882,0.44701025463174027,5.246356810530829
21,22,-0.09188605003324682,1.9496098387885283,2.099888528105149,0.3926007726724876,-4.929426035609625,2.6680702144624244,0.4333115781200714,-0.25134962145195205,3.8805799534323056,0.4195493462365903,6.255564688565086
22,23,0.05576630256398392,2.2569247258842973,2.1545533299835182,-0.1324785351972983,-4.881747006643834,2.9393548086850405,0.3916560604974016,3.863898466095276,2.9928568342440047,0.5145770068330446,4.606137420231952
23,24,-0.6893717928767054,1.9477544362550496,2.034992402399156,-0.18787750736582617,-4.671291408560664,2.715575123661037,0.22685055591946995,5.095483366749375,2.0947084188946934,-0.21852778681822,4.277360680593541
24,25,-0.24818896202256732,2.2370711943423696,1.8676415372283939,0.5726187930722023,-5.035153671515747,2.649654181209211,0.17924303850627588,1.7753140773541571,2.8245981308572774,-0.18960955655883516,6.551604780165171
25,26,0.08046379510495805,2.5292841016522067,2.8607062025248444,0.1410094199538571,-4.276711170502451,2.6109364588947988,-0.20908505166084748,-1.6994068964756488,2.788004436029399,0.12601325957866785,5.770510860099382
26,27,-0.5494941884511254,2.2375275672904498,3.1264641185090336,0.5483511844440971,-3.154026769999062,2.5916713973152827,-0.25310565852198685,-4.60031101895951,2.4307434976174522,1.0054965469959447,8.110122371508032
27,28,0.21485170944286297,2.164590557247768,2.083184698924142,-1.1674843369063415,-3.0410013756003114,2.5623379434135383,0.43006892405020974,-3.6478901853988654,2.6416284898228466,0.14108240404071104,8.367181006351608
28,29,-0.2723165446793745,1.8063647670611196,2.467978766435299,0.07724534878975906,-1.7131792539778639,2.955174052503793,-0.24180098166361008,0.11474149048509699,2.7357306537581296,0.8668755541659646,8.267151581626255
29,30,-0.11684397460660939,2.3687291428624944,2.3786992183302256,-0.7597016431946574,-1.0818995172517265,1.9268905799996605,0.17091919118746,3.638076947518866,2.686552871397248,0.7691521222428873,7.948301655675527
30,31,-0.27085030581466846,2.7159047061685797,2.44498208155734,0.01710874655664843,0.5398761051950913,2.3323764123099218,0.10587074596256091,5.178269803252924,2.060900726185098,0.7736038273343528,11.818312938290582
31,32,0.9571421925644998,2.827044747530811,3.138707630903741,0.38791320448297295,0.5459180874376609,2.4625623048768475,1.12694689155213,2.0734994508542064,2.7463589373510047,0.7371989970584587,11.116250418199728
