Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Employment_Status,Marital_Status,ID
1.808798670069765,1.20383847829062,-2.821211016012213,-2.1184210177506326,-0.5047078632569962,-0.8320857488431948,-1.1786938334749624,2.57115062398599,0.36245476074075067,Employed,Divorced,1
1.9091619863976343,6.081923981111546,1.063072496770022,3.6582304884435497,-1.0856556516761473,-0.4289481630133025,-1.7385118630529344,3.0633013466506975,0.8440111561765948,Employed,Married,2
-1.5747166428762895,0.9611709663479395,-0.337059066525765,3.643579550589012,-0.5297256582746253,-0.23133038928399485,5.156041390885369,2.0794871159364545,3.503838690648393,Employed,Single,3
-2.3430898530585016,0.8651622290306158,-0.3449508196466293,-5.293957733510098,1.2813871006894915,-4.478663502203729,-1.7081461344984827,-1.3866782843761218,-0.8609097027437829,Employed,Married,4
0.2622174315383359,1.3518892628662702,-5.099490385943861,4.272668785825289,-2.1342639233758423,-1.6407847393818478,-0.8228307247940629,3.217896920238037,-2.4049412911913794,Employed,Married,5
3.1987697790053615,-3.2264789196498365,-1.788556509177753,3.4473706490974503,0.5342656366304537,3.350673906679905,1.147827279787602,-2.369719765153386,6.053261845347033,Employed,Married,6
5.802466142974988,-0.1546295324205269,0.3334931420842534,-0.113979145959193,-2.0065226701195775,-4.289050933901832,1.2514945628258425,-3.97882000035733,-2.1321744506919593,Employed,Single,7
-0.7644477125400713,-2.394814492026605,0.40693916401446595,5.810981900884393,-1.5595780295951451,-1.1515711508594473,0.8303019319665165,1.0994289603658474,0.9252058265350916,Employed,Married,8
1.5768466098050773,-4.573669699250225,3.5312210484112723,-2.3989287326081037,1.866366664625939,-2.8436817346381913,-3.7174034002047693,0.9698968756173434,1.7183846162370355,Employed,Single,9
-0.7946777161450878,-3.292999528315268,-3.8914509135171724,-1.630866091152622,1.7253425827692195,-1.4833942727230691,-2.551340645855987,2.787951208578873,-2.7472174825775024,Employed,Single,10
1.766095045069949,1.9842121428683694,6.23294221954106,-2.2628390175182247,-2.3389382353712715,0.49059027950938505,-3.20846571740759,-0.7433019742592357,2.5358523325239037,Student,Widowed,11
2.523687583523764,0.14660720220802248,-4.744668622602192,1.6253412032256884,1.1081524334720463,5.002586247880341,1.7498741268957225,-3.8718624268666924,5.031687487877453,Employed,Married,12
-1.645962431522884,1.8340859078425082,0.4649660553450252,0.7607380219052547,-1.1502550829245741,2.3004836715759662,4.3081657929354105,0.8802558836822922,5.181936003804929,Self-employed,Married,13
1.7448794999381605,4.289146733627852,1.1561959881788464,-2.6074061889946285,2.869510493331587,-0.5184571379697538,-3.67169958295608,-5.254740077611092,-2.276922487718359,Student,Married,14
3.6889862431451084,-1.0312689301189015,4.928345334703494,-2.415307902457737,-2.641452995612668,-3.8188464876102204,-4.805588974894084,3.508414846045735,0.7202616928887605,Employed,Single,15
1.994427928754495,2.9023209855081435,-0.8427800647221952,-0.9873784096690161,-2.0842422975664987,2.1742268259388133,3.8027729776809935,-0.8846232063740458,4.909777773623113,Employed,Married,16
-0.3274576095720292,-0.5593718453321346,-2.7374917782305825,1.0131002015697579,0.5270207188139826,1.8823340756183584,0.06709226493729059,1.074233387198304,-4.129229076208165,Employed,Single,17
-3.016035652430852,-0.9632171903546999,3.059300220103775,-0.06487242807747517,3.996611299762396,-1.0548105649806672,1.3861081682746748,0.5202338711119179,4.695957348313835,Employed,Married,18
0.954425338516885,5.113350257562384,-3.0747954853180617,3.187088648704039,-0.8257493122066888,0.9007944593825902,3.4424985231572647,-3.174732328786113,1.8676299520080624,Employed,Married,19
1.3887487783533583,0.4867555383964848,1.3557218804149298,-2.156046842988345,0.7519159680660776,-0.669431782304932,5.525255089754106,3.3152119738822052,2.204518326349827,Self-employed,Single,20
5.72559367439647,0.45377862463803464,-2.8157955475720726,10.045653712826384,-1.3251344742144255,-3.0225587748037004,1.857030504970338,1.1151688600434948,-0.8467303158034021,Employed,Single,21
-1.0717560537930892,-1.2735903298550175,2.280919959677025,-2.7600175197457237,2.05741993956154,-5.575849690633772,-3.75199142299652,-0.5166073234887494,-0.012894729240544356,Student,Married,22
1.7773512994836131,-1.2014584026323663,-1.7528060272108132,-0.2696350889278041,-3.9099221093728285,2.6992317268699404,2.278029025461602,3.9941361908954645,0.03736396045639001,Self-employed,Married,23
